fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.2159	Name=Phosphoserine_phosphatase
fig|6666666.230262.peg.2160	Name=Indole-3-glycerol_phosphate_synthase_(EC_4.1.1.48)
fig|6666666.230262.peg.2161	Name=Anthranilate_phosphoribosyltransferase_(EC_2.4.2.18)
fig|6666666.230262.peg.2162	Name=Anthranilate_synthase%2C_amidotransferase_component_(EC_4.1.3.27)_@_Para-aminobenzoate_synthase%2C_amidotransferase_component_(EC_2.6.1.85)
fig|6666666.230262.peg.2163	Name=FIG01111258:_hypothetical_protein
fig|6666666.230262.peg.2164	Name=Anthranilate_synthase%2C_aminase_component_(EC_4.1.3.27)
fig|6666666.230262.peg.2165	Name=Transcription_regulator_[contains_diacylglycerol_kinase_catalytic_domain]
fig|6666666.230262.peg.2166	Name=hypothetical_protein
fig|6666666.230262.peg.2167	Name=Diamine_acetyltransferase_1_(EC_2.3.1.57)
fig|6666666.230262.peg.2168	Name=Ribulose-phosphate_3-epimerase_(EC_5.1.3.1)
fig|6666666.230262.peg.2169	Name=DnaJ_related_chaperone
fig|6666666.230262.peg.2170	Name=Phosphoribosylaminoimidazole-succinocarboxamide_synthase_(EC_6.3.2.6)
fig|6666666.230262.peg.2171	Name=FIG01112621:_hypothetical_protein
fig|6666666.230262.peg.2172	Name=Na(+)_H(+)_antiporter_subunit_A%3B_Na(+)_H(+)_antiporter_subunit_B
fig|6666666.230262.peg.2173	Name=Na(+)_H(+)_antiporter_subunit_C
fig|6666666.230262.peg.2174	Name=Na(+)_H(+)_antiporter_subunit_D
fig|6666666.230262.peg.2175	Name=Na(+)_H(+)_antiporter_subunit_E
fig|6666666.230262.peg.2176	Name=Na(+)_H(+)_antiporter_subunit_F
fig|6666666.230262.peg.2177	Name=Na(+)_H(+)_antiporter_subunit_G
fig|6666666.230262.peg.2178	Name=FIG01111989:_hypothetical_protein
fig|6666666.230262.peg.2179	Name=serine/threonine_protein_kinase
fig|6666666.230262.peg.2180	Name=FIG01111325:_hypothetical_protein
fig|6666666.230262.peg.2181	Name=Homogentisate_1%2C2-dioxygenase_(EC_1.13.11.5)
fig|6666666.230262.peg.2182	Name=4-hydroxyphenylpyruvate_dioxygenase_(EC_1.13.11.27)
fig|6666666.230262.peg.2183	Name=Transcriptional_regulator%2C_MarR_family
fig|6666666.230262.peg.2184	Name=FIG074102:_hypothetical_protein
fig|6666666.230262.peg.2185	Name=FIG01110956:_hypothetical_protein
fig|6666666.230262.peg.2186	Name=FIG01112125:_hypothetical_protein
fig|6666666.230262.peg.2187	Name=Di-/tripeptide_transporter
fig|6666666.230262.peg.2188	Name=Di-/tripeptide_transporter
fig|6666666.230262.peg.2189	Name=Tryptophan_2%2C3-dioxygenase_(EC_1.13.11.11)
fig|6666666.230262.peg.2190	Name=Branched-chain_alpha-keto_acid_dehydrogenase%2C_E1_component%2C_alpha_subunit_(EC_1.2.4.4)
fig|6666666.230262.peg.2191	Name=Branched-chain_alpha-keto_acid_dehydrogenase%2C_E1_component%2C_beta_subunit_(EC_1.2.4.4)
fig|6666666.230262.peg.2192	Name=FIG01209918:_hypothetical_protein
fig|6666666.230262.peg.2193	Name=Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)
fig|6666666.230262.peg.2194	Name=hypothetical_protein
fig|6666666.230262.peg.2195	Name=FIG01111056:_hypothetical_protein
fig|6666666.230262.peg.2196	Name=Transcriptional_regulator_containing_an_amidase_domain_and_an_AraC-type_DNA-binding_HTH_domain
fig|6666666.230262.peg.2197	Name=BLUF_domain_containing_protein
fig|6666666.230262.peg.2198	Name=hypothetical_protein
fig|6666666.230262.peg.2199	Name=FIG01111456:_hypothetical_protein
fig|6666666.230262.peg.2200	Name=transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.2201	Name=Oleate_hydratase_(EC_4.2.1.53)
fig|6666666.230262.peg.2202	Name=Sortase_and_related_acyltransferases
fig|6666666.230262.peg.2203	Name=Aha1_domain_protein
fig|6666666.230262.peg.2204	Name=Transcriptional_regulator%2C_ArsR_family
fig|6666666.230262.peg.2205	Name=FIG01111851:_hypothetical_protein
fig|6666666.230262.peg.2206	Name=Hydrolases_of_the_alpha/beta_superfamily
fig|6666666.230262.peg.2207	Name=Glycine_cleavage_system_transcriptional_activator
fig|6666666.230262.peg.2208	Name=Hypothetical_protein_in_cluster_with_At3g50560-like_gene_family
fig|6666666.230262.peg.2209	Name=2-hydroxychromene-2-carboxylate_isomerase
fig|6666666.230262.peg.2210	Name=INTEGRAL_MEMBRANE_PROTEIN_(Rhomboid_family)
fig|6666666.230262.peg.2211	Name=D-beta-hydroxybutyrate_dehydrogenase_(EC_1.1.1.30)
fig|6666666.230262.peg.2212	Name=putative%3B_ORF_located_using_Glimmer/Genemark
fig|6666666.230262.peg.2213	Name=hypothetical_protein
fig|6666666.230262.peg.2214	Name=hypothetical_protein
fig|6666666.230262.peg.2215	Name=hypothetical_protein
fig|6666666.230262.peg.2216	Name=hypothetical_protein
fig|6666666.230262.peg.2217	Name=hypothetical_protein
fig|6666666.230262.peg.2218	Name=ThiJ/PfpI_family_protein
fig|6666666.230262.peg.2219	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.2220	Name=Bipolar_DNA_helicase_HerA
fig|6666666.230262.peg.2221	Name=GMP_synthase_[glutamine-hydrolyzing]%2C_amidotransferase_subunit_(EC_6.3.5.2)_/_GMP_synthase_[glutamine-hydrolyzing]%2C_ATP_pyrophosphatase_subunit_(EC_6.3.5.2)
fig|6666666.230262.peg.2222	Name=Inosine-5'-monophosphate_dehydrogenase_(EC_1.1.1.205)
fig|6666666.230262.peg.2223	Name=hypothetical_protein
fig|6666666.230262.peg.2224	Name=Methylenetetrahydrofolate_dehydrogenase_(NADP+)_(EC_1.5.1.5)_/_Methenyltetrahydrofolate_cyclohydrolase_(EC_3.5.4.9)
fig|6666666.230262.peg.2225	Name=Glutathione-regulated_potassium-efflux_system_protein_KefB
fig|6666666.230262.peg.2226	Name=Sulfur_carrier_protein_adenylyltransferase_ThiF
fig|6666666.230262.peg.2227	Name=Transcriptional_regulator%2C_AraC_family
fig|6666666.230262.peg.2228	Name=L-lysine_permease
fig|6666666.230262.peg.2229	Name=Transporter%2C_LysE_family
fig|6666666.230262.peg.2230	Name=GTP-binding_protein_EngA
fig|6666666.230262.peg.2231	Name=Outer_membrane_protein_YfgL%2C_lipoprotein_component_of_the_protein_assembly_complex_(forms_a_complex_with_YaeT%2C_YfiO%2C_and_NlpB)
fig|6666666.230262.peg.2232	Name=Mlr7403_protein
fig|6666666.230262.peg.2233	Name=FIG021952:_putative_membrane_protein
fig|6666666.230262.peg.2234	Name=Type_IV_pilus_biogenesis_protein_PilF
fig|6666666.230262.peg.2235	Name=Ribosomal_RNA_large_subunit_methyltransferase_N_(EC_2.1.1.-)
fig|6666666.230262.peg.2236	Name=Nucleoside_diphosphate_kinase_(EC_2.7.4.6)
fig|6666666.230262.peg.2237	Name=Predicted_transcriptional_regulator_for_fatty_acid_degradation_FadQ%2C_TetR_family
fig|6666666.230262.peg.2238	Name=Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3%2C2-trans-enoyl-CoA_isomerase_(EC_5.3.3.8)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)
fig|6666666.230262.peg.2239	Name=3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)_@_Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)
fig|6666666.230262.peg.2240	Name=UTP--glucose-1-phosphate_uridylyltransferase_(EC_2.7.7.9)
fig|6666666.230262.peg.2241	Name=UDP-N-acetylglucosamine_4%2C6-dehydratase_(EC_4.2.1.-)
fig|6666666.230262.peg.2242	Name=Undecaprenyl-phosphate_N-acetylglucosaminyl_1-phosphate_transferase_(EC_2.7.8.-)
fig|6666666.230262.peg.2243	Name=Heat_shock_(predicted_periplasmic)_protein_YciM%2C_precursor
fig|6666666.230262.peg.2244	Name=FIG01111606:_hypothetical_protein
fig|6666666.230262.peg.2245	Name=Integration_host_factor_beta_subunit
fig|6666666.230262.peg.2246	Name=SSU_ribosomal_protein_S1p
fig|6666666.230262.peg.2247	Name=Cytidylate_kinase_(EC_2.7.4.25)
fig|6666666.230262.peg.2248	Name=LSU_ribosomal_protein_L36p
fig|6666666.230262.peg.2249	Name=FIG01112067:_hypothetical_protein
fig|6666666.230262.peg.2250	Name=Agmatine_deiminase_(EC_3.5.3.12)
fig|6666666.230262.peg.2251	Name=N-carbamoylputrescine_amidase_(3.5.1.53)_/_Aliphatic_amidase_AmiE_(EC_3.5.1.4)
fig|6666666.230262.peg.2252	Name=phosphinothricin_N-acetyltransferase
fig|6666666.230262.peg.2253	Name=Pheromone_shutdown_protein
fig|6666666.230262.peg.2254	Name=Transport_protein
fig|6666666.230262.peg.2255	Name=Transport_protein
fig|6666666.230262.peg.2256	Name=Probable_Co/Zn/Cd_efflux_system_membrane_fusion_protein
fig|6666666.230262.peg.2257	Name=Cytochrome_C4
fig|6666666.230262.peg.2258	Name=Cytochrome_C552
fig|6666666.230262.peg.2259	Name=COG0488:_ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains
fig|6666666.230262.peg.2260	Name=LysR_family_transcriptional_regulator_YeiE
fig|6666666.230262.peg.2261	Name=Putative_membrane_protein_YeiH
fig|6666666.230262.peg.2262	Name=hypothetical_protein
fig|6666666.230262.peg.2263	Name=ATP-dependent_23S_rRNA_helicase_DbpA
fig|6666666.230262.peg.2264	Name=Adenine_phosphoribosyltransferase_(EC_2.4.2.7)
fig|6666666.230262.peg.2265	Name=Selenoprotein_O_and_cysteine-containing_homologs
fig|6666666.230262.peg.2266	Name=Glutathione_S-transferase_(EC_2.5.1.18)
fig|6666666.230262.peg.2267	Name=Cold_shock_protein_CspA
fig|6666666.230262.peg.2268	Name=protein_of_unknown_function_DUF188
fig|6666666.230262.peg.2269	Name=Similar_to_ribosomal_large_subunit_pseudouridine_synthase_A
fig|6666666.230262.peg.2270	Name=YaeQ_protein
fig|6666666.230262.peg.2271	Name=FIG01111445:_hypothetical_protein
fig|6666666.230262.peg.2272	Name=FOG:_PAS/PAC_domain
fig|6666666.230262.peg.2273	Name=Short-chain_alcohol_dehydrogenase_family
fig|6666666.230262.peg.2274	Name=Protein-export_membrane_protein_SecF_(TC_3.A.5.1.1)
fig|6666666.230262.peg.2275	Name=Protein-export_membrane_protein_SecD_(TC_3.A.5.1.1)
fig|6666666.230262.peg.2276	Name=Preprotein_translocase_subunit_YajC_(TC_3.A.5.1.1)
fig|6666666.230262.peg.2277	Name=tRNA-guanine_transglycosylase_(EC_2.4.2.29)
fig|6666666.230262.peg.2278	Name=S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_(EC_5.-.-.-)
fig|6666666.230262.peg.2279	Name=Acetylornithine_aminotransferase_(EC_2.6.1.11)
fig|6666666.230262.peg.2280	Name=Lysine_decarboxylase_family
fig|6666666.230262.peg.2281	Name=FIG01111324:_hypothetical_protein
fig|6666666.230262.peg.2282	Name=RNA_polymerase_sigma-70_factor
fig|6666666.230262.peg.2283	Name=very_large_tegument_protein
fig|6666666.230262.peg.2284	Name=FIG000605:_protein_co-occurring_with_transport_systems_(COG1739)
fig|6666666.230262.peg.2285	Name=ABC_transporter_ATP-binding_protein
fig|6666666.230262.peg.2286	Name=FIG01112664:_hypothetical_protein
fig|6666666.230262.peg.2287	Name=Cyclohexadienyl_dehydrogenase_(EC_1.3.1.12)(EC_1.3.1.43)
fig|6666666.230262.peg.2288	Name=Pyridoxal_kinase_(EC_2.7.1.35)
fig|6666666.230262.peg.2289	Name=Fosmidomycin_resistance_protein
fig|6666666.230262.peg.2290	Name=Transcriptional_regulator%2C_AraC_family
fig|6666666.230262.peg.2291	Name=Chaperone_protein_DnaJ
fig|6666666.230262.peg.2292	Name=hypothetical_protein
fig|6666666.230262.peg.2293	Name=Chaperone_protein_DnaK
fig|6666666.230262.peg.2294	Name=Heat_shock_protein_GrpE
fig|6666666.230262.peg.2295	Name=Heat-inducible_transcription_repressor_HrcA
fig|6666666.230262.peg.2296	Name=DNA_repair_protein_RecN
fig|6666666.230262.peg.2297	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.2298	Name=Lysophospholipase_L1_and_related_esterases
fig|6666666.230262.peg.2299	Name=Ferric_uptake_regulation_protein_FUR
fig|6666666.230262.peg.2300	Name=Outer_membrane_lipoprotein_SmpA%2C_a_component_of_the_essential_YaeT_outer-membrane_protein_assembly_complex
fig|6666666.230262.peg.2301	Name=UPF0125_protein_yfjF
fig|6666666.230262.peg.2302	Name=tmRNA-binding_protein_SmpB
fig|6666666.230262.peg.2303	Name=FIG01111981:_hypothetical_protein
fig|6666666.230262.peg.2304	Name=hypothetical_protein
fig|6666666.230262.peg.2305	Name=hypothetical_protein
fig|6666666.230262.peg.2306	Name=hypothetical_protein
fig|6666666.230262.peg.2307	Name=conserved_phage_mega_protein
fig|6666666.230262.peg.2308	Name=putative_Fe-S_oxidoreductase
fig|6666666.230262.peg.2309	Name=LigA
fig|6666666.230262.peg.2310	Name=Phage_protein
fig|6666666.230262.peg.2311	Name=hypothetical_protein
fig|6666666.230262.peg.2312	Name=hypothetical_protein
fig|6666666.230262.peg.2313	Name=hypothetical_protein
fig|6666666.230262.peg.2314	Name=Phage_protein
fig|6666666.230262.peg.2315	Name=Phage_protein
fig|6666666.230262.peg.2316	Name=Phage_protein
fig|6666666.230262.peg.2317	Name=hypothetical_protein
fig|6666666.230262.peg.2318	Name=hypothetical_protein
fig|6666666.230262.peg.2319	Name=Phage_protein
fig|6666666.230262.peg.2320	Name=hypothetical_protein
fig|6666666.230262.peg.2321	Name=conserved_phage_protein
fig|6666666.230262.peg.2322	Name=Phage_protein
fig|6666666.230262.peg.2323	Name=hypothetical_protein
fig|6666666.230262.peg.2324	Name=hypothetical_protein
fig|6666666.230262.peg.2325	Name=hypothetical_protein
fig|6666666.230262.peg.2326	Name=Phage_protein
fig|6666666.230262.peg.2327	Name=Phage_terminase_small_subunit
fig|6666666.230262.peg.2328	Name=hypothetical_protein
fig|6666666.230262.peg.2329	Name=Phage_protein
fig|6666666.230262.peg.2330	Name=hypothetical_protein
fig|6666666.230262.peg.2331	Name=hypothetical_protein
fig|6666666.230262.peg.2332	Name=hypothetical_protein
fig|6666666.230262.peg.2333	Name=hypothetical_protein
fig|6666666.230262.peg.2334	Name=hypothetical_protein
fig|6666666.230262.peg.2335	Name=hypothetical_protein
fig|6666666.230262.peg.2336	Name=Lysozyme_(EC_3.2.1.17)
fig|6666666.230262.peg.2337	Name=hypothetical_protein
fig|6666666.230262.peg.2338	Name=hypothetical_protein
fig|6666666.230262.peg.2339	Name=hypothetical_protein
fig|6666666.230262.peg.2340	Name=Phage_protein
fig|6666666.230262.peg.2341	Name=Hypothetical_protein%2C_Lmo2306_homolog_[Bacteriophage_A118]
fig|6666666.230262.peg.2342	Name=hypothetical_protein
fig|6666666.230262.peg.2343	Name=hypothetical_protein
fig|6666666.230262.peg.2344	Name=hypothetical_protein
fig|6666666.230262.peg.2345	Name=hypothetical_protein
fig|6666666.230262.peg.2346	Name=hypothetical_protein
fig|6666666.230262.peg.2347	Name=hypothetical_protein
fig|6666666.230262.peg.2348	Name=hypothetical_protein
fig|6666666.230262.peg.2349	Name=hypothetical_protein
fig|6666666.230262.peg.2350	Name=hypothetical_protein
fig|6666666.230262.peg.2351	Name=hypothetical_protein
fig|6666666.230262.peg.2352	Name=hypothetical_protein
fig|6666666.230262.peg.2353	Name=hypothetical_protein
fig|6666666.230262.peg.2354	Name=hypothetical_protein
fig|6666666.230262.peg.2355	Name=hypothetical_protein
fig|6666666.230262.peg.2356	Name=hypothetical_protein
fig|6666666.230262.peg.2357	Name=DNA_recombination-dependent_growth_factor_C
fig|6666666.230262.peg.2358	Name=hypothetical_protein
fig|6666666.230262.peg.2359	Name=hypothetical_protein
fig|6666666.230262.peg.2360	Name=hypothetical_protein
fig|6666666.230262.peg.2361	Name=hypothetical_protein
fig|6666666.230262.peg.2362	Name=hypothetical_protein
fig|6666666.230262.peg.2363	Name=Phage_protein
fig|6666666.230262.peg.2364	Name=hypothetical_protein
fig|6666666.230262.peg.2365	Name=bacteriophage_integrase_family_protein
fig|6666666.230262.peg.2366	Name=Integrase
fig|6666666.230262.peg.2367	Name=hypothetical_protein
fig|6666666.230262.peg.2368	Name=hypothetical_protein
fig|6666666.230262.peg.2369	Name=Phage_protein
fig|6666666.230262.peg.2370	Name=putative_lipoprotein
fig|6666666.230262.peg.2371	Name=hypothetical_protein
fig|6666666.230262.peg.2372	Name=Putative_protein-S-isoprenylcysteine_methyltransferase
fig|6666666.230262.peg.2373	Name=FIG01112916:_hypothetical_protein
fig|6666666.230262.peg.2374	Name=Chaperone_protein_hchA
fig|6666666.230262.peg.2375	Name=transcriptional_regulator%2C_LuxR_family
fig|6666666.230262.peg.2376	Name=hypothetical_protein
fig|6666666.230262.peg.2377	Name=hypothetical_protein
fig|6666666.230262.peg.2378	Name=FIG01111283:_hypothetical_protein
fig|6666666.230262.peg.2379	Name=FIG01112849:_hypothetical_protein
fig|6666666.230262.peg.2380	Name=hypothetical_protein
fig|6666666.230262.peg.2381	Name=RND_efflux_system%2C_outer_membrane_lipoprotein_CmeC
fig|6666666.230262.peg.2382	Name=short_chain_dehydrogenase
fig|6666666.230262.peg.2383	Name=RND_efflux_system%2C_inner_membrane_transporter_CmeB
fig|6666666.230262.peg.2384	Name=Multidrug_efflux_membrane_fusion_protein_MexE
fig|6666666.230262.peg.2385	Name=aklaviketone_reductase
fig|6666666.230262.peg.2386	Name=transcriptional_regulator
fig|6666666.230262.peg.2387	Name=Outer_membrane_protein_A_precursor
fig|6666666.230262.peg.2388	Name=Deoxyribodipyrimidine_photolyase_(EC_4.1.99.3)
fig|6666666.230262.peg.2389	Name=FIG01111375:_hypothetical_protein
fig|6666666.230262.peg.2390	Name=Inorganic_pyrophosphatase_(EC_3.6.1.1)
fig|6666666.230262.peg.2391	Name=FIG01113048:_hypothetical_protein
fig|6666666.230262.peg.2392	Name=putative_phytase_precursor
fig|6666666.230262.peg.2393	Name=N-acetylglucosamine-regulated_TonB-dependent_outer_membrane_receptor
fig|6666666.230262.peg.2394	Name=Uracil_phosphoribosyltransferase_(EC_2.4.2.9)
fig|6666666.230262.peg.2395	Name=Probable_glutathione_S-transferase-related_transmembrane_protein_(EC_2.5.1.18)
fig|6666666.230262.peg.2396	Name=Transcriptional_regulator%2C_ArsR_family
fig|6666666.230262.peg.2397	Name=PsiF
fig|6666666.230262.peg.2398	Name=SoxH_protein%2C_homolog
fig|6666666.230262.peg.2399	Name=Gamma-glutamyltranspeptidase_(EC_2.3.2.2)
fig|6666666.230262.peg.2400	Name=4Fe-4S_ferredoxin%2C_iron-sulfur_binding
fig|6666666.230262.peg.2401	Name=FIG01111719:_hypothetical_protein
fig|6666666.230262.peg.2402	Name=Phosphopantetheine_adenylyltransferase_(EC_2.7.7.3)
fig|6666666.230262.peg.2403	Name=16S_rRNA_(guanine(966)-N(2))-methyltransferase_(EC_2.1.1.171)
fig|6666666.230262.peg.2404	Name=Beta-glucosidase_(EC_3.2.1.21)
fig|6666666.230262.peg.2405	Name=Lactoylglutathione_lyase_and_related_lyases
fig|6666666.230262.peg.2406	Name=transcriptional_regulator%2C_AraC_family
fig|6666666.230262.peg.2407	Name=Sterol_desaturase%2C_putative
fig|6666666.230262.peg.2408	Name=Sterol_desaturase%2C_putative
fig|6666666.230262.peg.2409	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.2410	Name=DSBA_oxidoreductase
fig|6666666.230262.peg.2411	Name=Cyclase_family_protein
fig|6666666.230262.peg.2412	Name=RecA/RadA_recombinase
fig|6666666.230262.peg.2413	Name=DNA_polymerase_IV-like_protein_ImuB
fig|6666666.230262.peg.2414	Name=Error-prone_repair_homolog_of_DNA_polymerase_III_alpha_subunit_(EC_2.7.7.7)
fig|6666666.230262.peg.2415	Name=FIG01111772:_hypothetical_protein
fig|6666666.230262.peg.2416	Name=Predicted_transcriptional_regulator_of_pyridoxine_metabolism
fig|6666666.230262.peg.2417	Name=hypothetical_protein
fig|6666666.230262.peg.2418	Name=Hypothetical_protein_YggS%2C_proline_synthase_co-transcribed_bacterial_homolog_PROSC
fig|6666666.230262.peg.2419	Name=glutamine_amidotransferase
fig|6666666.230262.peg.2420	Name=FIG01112563:_hypothetical_protein
fig|6666666.230262.peg.2421	Name=FIG01111250:_hypothetical_protein
fig|6666666.230262.peg.2422	Name=putative_FecR
fig|6666666.230262.peg.2423	Name=Outer_membrane_receptor_proteins%2C_mostly_Fe_transport
fig|6666666.230262.peg.2424	Name=FIG01111917:_hypothetical_protein
fig|6666666.230262.peg.2425	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.2426	Name=RidA/YER057c/UK114_superfamily%2C_group_2%2C_YoaB-like_protein
fig|6666666.230262.peg.2427	Name=Cobalt-zinc-cadmium_resistance_protein
fig|6666666.230262.peg.2428	Name=Lysine_decarboxylase%2C_inducible_(EC_4.1.1.18)
fig|6666666.230262.peg.2429	Name=Arginine/agmatine_antiporter
fig|6666666.230262.peg.2430	Name=FIG01111446:_hypothetical_protein
fig|6666666.230262.peg.2431	Name=Thiol:disulfide_interchange_protein_DsbG_precursor
fig|6666666.230262.peg.2432	Name=Thioredoxin
fig|6666666.230262.peg.2433	Name=Transcriptional_regulator%2C_AraC_family
fig|6666666.230262.peg.2434	Name=hypothetical_protein
fig|6666666.230262.peg.2435	Name=Transcriptional_regulator%2C_MerR_family
fig|6666666.230262.peg.2436	Name=AttT_protein
fig|6666666.230262.peg.2437	Name=FIG01112382:_hypothetical_protein
fig|6666666.230262.peg.2438	Name=two-component_system_regulatory_protein
fig|6666666.230262.peg.2439	Name=FIG01112551:_hypothetical_protein
fig|6666666.230262.peg.2440	Name=Methyl-accepting_chemotaxis_protein
fig|6666666.230262.peg.2441	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.2442	Name=FIG01111883:_hypothetical_protein
fig|6666666.230262.peg.2443	Name=FIG01220119:_hypothetical_protein
fig|6666666.230262.peg.2444	Name=FIG01111850:_hypothetical_protein
fig|6666666.230262.peg.2445	Name=Transcription_accessory_protein_(S1_RNA-binding_domain)
fig|6666666.230262.peg.2446	Name=FIG01112614:_hypothetical_protein
fig|6666666.230262.peg.2447	Name=hypothetical_protein
fig|6666666.230262.peg.2448	Name=prolyl_oligopeptidase_family_protein
fig|6666666.230262.peg.2449	Name=FIG01112225:_hypothetical_protein
fig|6666666.230262.peg.2450	Name=outer_membrane_lipoprotein
fig|6666666.230262.peg.2451	Name=Methionine_ABC_transporter_permease_protein
fig|6666666.230262.peg.2452	Name=Methionine_ABC_transporter_ATP-binding_protein
fig|6666666.230262.peg.2453	Name=membrane_protein
fig|6666666.230262.peg.2454	Name=FIG001943:_hypothetical_protein_YajQ
fig|6666666.230262.peg.2455	Name=FIG01111617:_hypothetical_protein
fig|6666666.230262.peg.2456	Name=oxidoreductase
fig|6666666.230262.peg.2457	Name=Oligopeptidase_A_(EC_3.4.24.70)
fig|6666666.230262.peg.2458	Name=FIG01112197:_hypothetical_protein
fig|6666666.230262.peg.2459	Name=Cysteine_synthase_B_(EC_2.5.1.47)
fig|6666666.230262.peg.2460	Name=Lactoylglutathione_lyase_(EC_4.4.1.5)
fig|6666666.230262.peg.2461	Name=Lactoylglutathione_lyase_and_related_lyases
fig|6666666.230262.peg.2462	Name=Inosine-5'-monophosphate_dehydrogenase_(EC_1.1.1.205)
fig|6666666.230262.peg.2463	Name=Glucosamine--fructose-6-phosphate_aminotransferase_[isomerizing]_(EC_2.6.1.16)
fig|6666666.230262.peg.2464	Name=ABC_transporter_permease
fig|6666666.230262.peg.2465	Name=Lipoprotein_releasing_system_ATP-binding_protein_LolD
fig|6666666.230262.peg.2466	Name=ABC_transporter_ATP-binding_protein
fig|6666666.230262.peg.2467	Name=ABC_transporter_permease
fig|6666666.230262.peg.2468	Name=FIG01113002:_hypothetical_protein
fig|6666666.230262.peg.2469	Name=Nitrogen_regulation_protein_NR(I)
fig|6666666.230262.peg.2470	Name=Sensor_histidine_kinase
fig|6666666.230262.peg.2471	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.2472	Name=N-acetylglucosamine-1-phosphate_uridyltransferase_(EC_2.7.7.23)_/_Glucosamine-1-phosphate_N-acetyltransferase_(EC_2.3.1.157)
fig|6666666.230262.peg.2473	Name=FIG01111299:_hypothetical_protein
fig|6666666.230262.peg.2474	Name=ATP_synthase_epsilon_chain_(EC_3.6.3.14)
fig|6666666.230262.peg.2475	Name=ATP_synthase_beta_chain_(EC_3.6.3.14)
fig|6666666.230262.peg.2476	Name=ATP_synthase_gamma_chain_(EC_3.6.3.14)
fig|6666666.230262.peg.2477	Name=ATP_synthase_alpha_chain_(EC_3.6.3.14)
fig|6666666.230262.peg.2478	Name=ATP_synthase_delta_chain_(EC_3.6.3.14)
fig|6666666.230262.peg.2479	Name=ATP_synthase_F0_sector_subunit_b
fig|6666666.230262.peg.2480	Name=ATP_synthase_F0_sector_subunit_c
fig|6666666.230262.peg.2481	Name=ATP_synthase_F0_sector_subunit_a_(EC_3.6.3.14)
fig|6666666.230262.peg.2482	Name=FIG048548:_ATP_synthase_protein_I2
fig|6666666.230262.peg.2483	Name=FIG01111271:_hypothetical_protein
fig|6666666.230262.peg.2484	Name=Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)
fig|6666666.230262.peg.2485	Name=Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex_(EC_2.3.1.12)
fig|6666666.230262.peg.2486	Name=G:T/U_mismatch-specific_uracil/thymine_DNA-glycosylase
fig|6666666.230262.peg.2487	Name=Outer_membrane_protein_W_precursor
fig|6666666.230262.peg.2488	Name=Aerobic_glycerol-3-phosphate_dehydrogenase_(EC_1.1.5.3)
fig|6666666.230262.peg.2489	Name=Glycerol_kinase_(EC_2.7.1.30)
fig|6666666.230262.peg.2490	Name=Methionine_ABC_transporter_substrate-binding_protein
fig|6666666.230262.peg.2491	Name=FIG01111061:_hypothetical_protein
fig|6666666.230262.peg.2492	Name=FIG01112411:_hypothetical_protein
fig|6666666.230262.peg.2493	Name=Putative_salt-induced_outer_membrane_protein
fig|6666666.230262.peg.2494	Name=Porphobilinogen_deaminase_(EC_2.5.1.61)
fig|6666666.230262.peg.2495	Name=FIG01111392:_hypothetical_protein
fig|6666666.230262.peg.2496	Name=FIG01111392:_hypothetical_protein
fig|6666666.230262.peg.2497	Name=FIG01112001:_hypothetical_protein
fig|6666666.230262.peg.2498	Name=Beta-lactamase_(EC_3.5.2.6)
fig|6666666.230262.peg.2499	Name=3-oxoacyl-[acyl-carrier_protein]_reductase_(EC_1.1.1.100)
fig|6666666.230262.peg.2500	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.2501	Name=Low-complexity_acidic_protein%2C_XCC2875_type
fig|6666666.230262.peg.2502	Name=Glycine_cleavage_system_H_protein
fig|6666666.230262.peg.2503	Name=Aminomethyltransferase_(glycine_cleavage_system_T_protein)_(EC_2.1.2.10)
fig|6666666.230262.peg.2504	Name=Putative_activity_regulator_of_membrane_protease_YbbK
fig|6666666.230262.peg.2505	Name=Putative_stomatin/prohibitin-family_membrane_protease_subunit_YbbK
fig|6666666.230262.peg.2506	Name=FIG027190:_Putative_transmembrane_protein
fig|6666666.230262.peg.2507	Name=Protein_of_unknown_function_UPF0060
